sentences/sentence/0/text,sentences/sentence/0/Opinions/Opinion/0/_target,sentences/sentence/0/Opinions/Opinion/0/_category,sentences/sentence/0/Opinions/Opinion/0/_polarity,sentences/sentence/0/Opinions/Opinion/0/_from,sentences/sentence/0/Opinions/Opinion/0/_to,sentences/sentence/0/_id,_rid,sentences/sentence/0/Opinions/Opinion/1/_target,sentences/sentence/0/Opinions/Opinion/1/_category,sentences/sentence/0/Opinions/Opinion/1/_polarity,sentences/sentence/0/Opinions/Opinion/1/_from,sentences/sentence/0/Opinions/Opinion/1/_to,sentences/sentence/1/text,sentences/sentence/1/Opinions/Opinion/0/_target,sentences/sentence/1/Opinions/Opinion/0/_category,sentences/sentence/1/Opinions/Opinion/0/_polarity,sentences/sentence/1/Opinions/Opinion/0/_from,sentences/sentence/1/Opinions/Opinion/0/_to,sentences/sentence/1/_id,sentences/sentence/2/text,sentences/sentence/2/Opinions/Opinion/0/_target,sentences/sentence/2/Opinions/Opinion/0/_category,sentences/sentence/2/Opinions/Opinion/0/_polarity,sentences/sentence/2/Opinions/Opinion/0/_from,sentences/sentence/2/Opinions/Opinion/0/_to,sentences/sentence/2/_id,sentences/sentence/3/text,sentences/sentence/3/Opinions/Opinion/0/_target,sentences/sentence/3/Opinions/Opinion/0/_category,sentences/sentence/3/Opinions/Opinion/0/_polarity,sentences/sentence/3/Opinions/Opinion/0/_from,sentences/sentence/3/Opinions/Opinion/0/_to,sentences/sentence/3/_id,sentences/sentence/1/Opinions/Opinion/1/_target,sentences/sentence/1/Opinions/Opinion/1/_category,sentences/sentence/1/Opinions/Opinion/1/_polarity,sentences/sentence/1/Opinions/Opinion/1/_from,sentences/sentence/1/Opinions/Opinion/1/_to,sentences/sentence/0/Opinions/Opinion/2/_target,sentences/sentence/0/Opinions/Opinion/2/_category,sentences/sentence/0/Opinions/Opinion/2/_polarity,sentences/sentence/0/Opinions/Opinion/2/_from,sentences/sentence/0/Opinions/Opinion/2/_to,sentences/sentence/0/Opinions/Opinion/3/_target,sentences/sentence/0/Opinions/Opinion/3/_category,sentences/sentence/0/Opinions/Opinion/3/_polarity,sentences/sentence/0/Opinions/Opinion/3/_from,sentences/sentence/0/Opinions/Opinion/3/_to,sentences/sentence/2/Opinions/Opinion/1/_target,sentences/sentence/2/Opinions/Opinion/1/_category,sentences/sentence/2/Opinions/Opinion/1/_polarity,sentences/sentence/2/Opinions/Opinion/1/_from,sentences/sentence/2/Opinions/Opinion/1/_to,sentences/sentence/1/Opinions/Opinion/2/_target,sentences/sentence/1/Opinions/Opinion/2/_category,sentences/sentence/1/Opinions/Opinion/2/_polarity,sentences/sentence/1/Opinions/Opinion/2/_from,sentences/sentence/1/Opinions/Opinion/2/_to,sentences/sentence/3/Opinions/Opinion/1/_target,sentences/sentence/3/Opinions/Opinion/1/_category,sentences/sentence/3/Opinions/Opinion/1/_polarity,sentences/sentence/3/Opinions/Opinion/1/_from,sentences/sentence/3/Opinions/Opinion/1/_to,sentences/sentence/4/text,sentences/sentence/4/Opinions/Opinion/0/_target,sentences/sentence/4/Opinions/Opinion/0/_category,sentences/sentence/4/Opinions/Opinion/0/_polarity,sentences/sentence/4/Opinions/Opinion/0/_from,sentences/sentence/4/Opinions/Opinion/0/_to,sentences/sentence/4/_id,sentences/sentence/5/text,sentences/sentence/5/Opinions/Opinion/0/_target,sentences/sentence/5/Opinions/Opinion/0/_category,sentences/sentence/5/Opinions/Opinion/0/_polarity,sentences/sentence/5/Opinions/Opinion/0/_from,sentences/sentence/5/Opinions/Opinion/0/_to,sentences/sentence/5/_id,sentences/sentence/6/text,sentences/sentence/6/Opinions/Opinion/0/_target,sentences/sentence/6/Opinions/Opinion/0/_category,sentences/sentence/6/Opinions/Opinion/0/_polarity,sentences/sentence/6/Opinions/Opinion/0/_from,sentences/sentence/6/Opinions/Opinion/0/_to,sentences/sentence/6/_id,sentences/sentence/0/Opinions/Opinion/4/_target,sentences/sentence/0/Opinions/Opinion/4/_category,sentences/sentence/0/Opinions/Opinion/4/_polarity,sentences/sentence/0/Opinions/Opinion/4/_from,sentences/sentence/0/Opinions/Opinion/4/_to,sentences/sentence/0/Opinions/Opinion/5/_target,sentences/sentence/0/Opinions/Opinion/5/_category,sentences/sentence/0/Opinions/Opinion/5/_polarity,sentences/sentence/0/Opinions/Opinion/5/_from,sentences/sentence/0/Opinions/Opinion/5/_to,sentences/sentence/0/Opinions/Opinion/6/_target,sentences/sentence/0/Opinions/Opinion/6/_category,sentences/sentence/0/Opinions/Opinion/6/_polarity,sentences/sentence/0/Opinions/Opinion/6/_from,sentences/sentence/0/Opinions/Opinion/6/_to,sentences/sentence/1/Opinions/Opinion/3/_target,sentences/sentence/1/Opinions/Opinion/3/_category,sentences/sentence/1/Opinions/Opinion/3/_polarity,sentences/sentence/1/Opinions/Opinion/3/_from,sentences/sentence/1/Opinions/Opinion/3/_to,sentences/sentence/2/Opinions/Opinion/2/_target,sentences/sentence/2/Opinions/Opinion/2/_category,sentences/sentence/2/Opinions/Opinion/2/_polarity,sentences/sentence/2/Opinions/Opinion/2/_from,sentences/sentence/2/Opinions/Opinion/2/_to,sentences/sentence/2/Opinions/Opinion/3/_target,sentences/sentence/2/Opinions/Opinion/3/_category,sentences/sentence/2/Opinions/Opinion/3/_polarity,sentences/sentence/2/Opinions/Opinion/3/_from,sentences/sentence/2/Opinions/Opinion/3/_to
Come here if you're a die-hard cheese fan.,,,,,,286:0,286,,,,,,"The Mozzarella balls are humongous, but pair with the pesto sauces, it's a unique dining experience.",Mozzarella balls,FOOD#STYLE_OPTIONS,positive,4,20,286:1,,,,,,,,,,,,,,,pesto sauces,FOOD#QUALITY,positive,54,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good crawfish pies and a cool environment,crawfish pies,FOOD#QUALITY,positive,5,18,287:0,287,environment,AMBIENCE#GENERAL,positive,30,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hidden pan mee shop,,,,,,288:0,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask for Garlic Balsamic Vinegar added to your Chicken Cheese Steak,,,,,,289:0,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The sushi is pretty good, but the size of the portions is excessive - hard to eat.",sushi,FOOD#QUALITY,positive,4,9,290:0,290,portions,FOOD#STYLE_OPTIONS,negative,46,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you want to order a hot beverage ask arthur to draw you something on your cup,arthur,SERVICE#GENERAL,positive,40,46,291:0,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place is AWESOME for drinks.,drinks,DRINKS#QUALITY,positive,26,32,292:0,292,,,,,,You get a pitcher of sangria for $10 or of beer for $7!,pitcher of sangria,DRINKS#PRICES,positive,10,28,292:1,"Check the daily specials, they are really good!",daily specials,FOOD#QUALITY,positive,10,24,292:2,Love the Captain Crunch Nutty Brother.. to die for!,Captain Crunch Nutty Brother,FOOD#QUALITY,positive,9,37,292:3,beer,DRINKS#PRICES,positive,43,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The beer mac and cheese is a huge portion and absolutely delicious.,beer mac and cheese,FOOD#STYLE_OPTIONS,positive,4,23,293:0,293,beer mac and cheese,FOOD#QUALITY,positive,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
must go and stay,,RESTAURANT#GENERAL,positive,0,0,294:0,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Was not rushed out once we finished with our food unlike some of the other local restaurants.,,SERVICE#GENERAL,positive,0,0,295:0,295,,,,,,Food was tasty & fresh.,Food,FOOD#QUALITY,positive,0,4,295:1,Thumbs up.,,RESTAURANT#GENERAL,positive,0,0,295:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the Hot Chick xD Delicious.,Hot Chick,FOOD#QUALITY,positive,8,17,296:0,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No starbucks yes nero,starbucks,RESTAURANT#GENERAL,negative,3,12,297:0,297,nero,RESTAURANT#GENERAL,positive,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loved The Thundercat (burger).,Thundercat,FOOD#QUALITY,positive,10,20,298:0,298,,,,,,Should check it out.,,FOOD#QUALITY,positive,0,0,298:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",,AMBIENCE#GENERAL,negative,0,0,299:0,299,waiter,SERVICE#GENERAL,negative,75,81,,,,,,,,,,,,,,,,,,,,,,,,,,,food,FOOD#QUALITY,negative,90,94,roti bakar,FOOD#QUALITY,positive,152,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roti keping,FOOD#QUALITY,positive,163,174,coffees,DRINKS#QUALITY,positive,175,182,,,,,,,,,,,,,,,,,,,,
"Excellent and seasonally changing craft beers, brewed on premises in their own microbrewery.",craft beers,DRINKS#QUALITY,positive,34,45,300:0,300,,,,,,"The original, pilsener and wheat beer are always available.",pilsener,FOOD#STYLE_OPTIONS,positive,14,22,300:1,Excellent choice for beer aficionados.,,RESTAURANT#GENERAL,positive,0,0,300:2,,,,,,,,wheat beer,DRINKS#STYLE_OPTIONS,positive,27,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The best croissants in Bratislava,croissants,FOOD#QUALITY,positive,9,19,301:0,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice & Healthy food ;),food,FOOD#QUALITY,positive,15,19,302:0,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fondue Mondays.,Fondue,FOOD#QUALITY,positive,0,6,303:0,303,,,,,,They're pretty good and very inexpensive.,,FOOD#QUALITY,positive,0,0,303:1,,,,,,,,,,,,,,,,FOOD#PRICES,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep fried cheeseburger spring rolls.,Deep fried cheeseburger spring rolls,FOOD#QUALITY,positive,0,36,304:0,304,,,,,,Need I say more?,,,,,,304:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask for the seared scallops with pepper jack poblano grits.,seared scallops with pepper jack poblano grits,FOOD#QUALITY,positive,12,58,305:0,305,,,,,,We can't get enough of it.,,FOOD#QUALITY,positive,0,0,305:1,(And everything tastes better when devoured on a garden patio),garden patio,AMBIENCE#GENERAL,positive,49,61,305:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excellent food, huge wine variety, nice ambience & great service!",food,FOOD#QUALITY,positive,10,14,306:0,306,wine,DRINKS#STYLE_OPTIONS,positive,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,ambience,AMBIENCE#GENERAL,positive,40,48,service,SERVICE#GENERAL,positive,57,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very tasty!,,FOOD#QUALITY,positive,0,0,307:0,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try our pumpkin smash it's likes pumpkin pie in a cup!!!!!!,pumpkin smash,FOOD#QUALITY,positive,8,21,308:0,308,,,,,,Yummy :-),,FOOD#QUALITY,positive,0,0,308:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This million calorie shake is worth it!,,FOOD#QUALITY,positive,0,0,309:0,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The onion rings are large, crunchy and awesome.",onion rings,FOOD#QUALITY,positive,4,15,310:0,310,onion rings,FOOD#STYLE_OPTIONS,positive,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try turkish coffee on sand!,turkish coffee on sand,DRINKS#QUALITY,positive,4,26,311:0,311,,,,,,A true delight :) Also once in month on Mondays they hold poetry readings.,,DRINKS#QUALITY,positive,0,0,311:1,,,,,,,,,,,,,,,,AMBIENCE#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This has been my fave place for breakfast since I was in jr.,place,RESTAURANT#GENERAL,positive,22,27,312:0,312,,,,,,High.,,RESTAURANT#GENERAL,positive,0,0,312:1,Wow.,,RESTAURANT#GENERAL,positive,0,0,312:2,I love all the omlettes.,omlettes,FOOD#QUALITY,positive,15,23,312:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My fave is the ham & cheese with potatoes and wheat toast.,ham & cheese with potatoes and wheat toast,FOOD#QUALITY,positive,15,57,312:4,It's more special now with my fiancé.,,,,,,312:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the Hopfenweisse (TAP 5) if you like really hoppy beer,Hopfenweisse,DRINKS#QUALITY,positive,8,20,313:0,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bocca coffee and Ottolenghi-inspired, healthy dishes.",Bocca coffee,DRINKS#QUALITY,positive,0,12,314:0,314,dishes,FOOD#QUALITY,positive,46,52,"Take away, or make yourself comfy with your delis in the welcoming, homey space.",delis,FOOD#QUALITY,positive,44,49,314:1,,,,,,,,,,,,,,,space,AMBIENCE#GENERAL,positive,74,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The fried fish here is tiny.,fried fish,FOOD#STYLE_OPTIONS,negative,4,14,315:0,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please get bigger cups for water,cups,DRINKS#STYLE_OPTIONS,negative,18,22,316:0,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The sandwiches are AMAZING, the coffee is :thumbs_up: and the people who work here are super friendly.",sandwiches,FOOD#QUALITY,positive,4,14,317:0,317,coffee,DRINKS#STYLE_OPTIONS,positive,32,38,Gotta love Wawa!,,RESTAURANT#GENERAL,positive,0,0,317:1,,,,,,,,,,,,,,,,,,,,people,SERVICE#GENERAL,positive,62,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The place is cool but the food is not good at all !,place,AMBIENCE#GENERAL,positive,4,9,318:0,318,food,FOOD#QUALITY,negative,26,30,It doesn't even worth trying !,,RESTAURANT#GENERAL,negative,0,0,318:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the worst burger I've ever tried,burger,FOOD#QUALITY,negative,10,16,319:0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great choice in the area - had dinner and was impressed enough to repeat for lunch next day!,,RESTAURANT#GENERAL,positive,0,0,320:0,320,,,,,,Go w/ the seafood.,seafood,FOOD#QUALITY,positive,10,17,320:1,"Server was perplexed upon hearing about Foursquare ""special"".",Server,SERVICE#GENERAL,negative,0,6,320:2,Boo.,,SERVICE#GENERAL,negative,0,0,320:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omg.,,RESTAURANT#GENERAL,positive,0,0,321:0,321,,,,,,"The ultimate, ultimate grilled cheese has jalapeño Mac n cheese and pulled pork within this crazy Sammie.",grilled cheese,FOOD#QUALITY,positive,23,37,321:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call 87878 for delivery via citydelivery.ph,,,,,,322:0,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instead of ketchup, dip your fries in the big bad wolf sause!",big bad wolf sause,FOOD#QUALITY,positive,42,60,323:0,323,,,,,,Yummmmm <3,,FOOD#QUALITY,positive,0,0,323:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good food good service,service,SERVICE#GENERAL,positive,15,22,324:0,324,food,FOOD#QUALITY,positive,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshest food & best happy hour in town! $2 craft pints 4-7.,food,FOOD#QUALITY,positive,9,13,325:0,325,happy hour,RESTAURANT#MISCELLANEOUS,positive,21,31,Great staff and service as well!,staff,SERVICE#GENERAL,positive,6,11,325:1,,,,,,,,,,,,,,,service,SERVICE#GENERAL,positive,16,23,craft pints,DRINKS#PRICES,positive,44,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service SUCKS!!!,Service,SERVICE#GENERAL,negative,0,7,326:0,326,,,,,,And is overpriced AVOID leave while you can.,,RESTAURANT#PRICES,negative,0,0,326:1,Service does not come with a smile it comes with an attitude,Service,SERVICE#GENERAL,negative,0,7,326:2,,,,,,,,,RESTAURANT#GENERAL,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not a fan of the new Frappuccinos...,Frappuccinos,DRINKS#QUALITY,negative,21,33,327:0,327,,,,,,If I were you I'd go for a Strawberry Smoothie with no Protein but add java chips.,Strawberry Smoothie with no Protein,DRINKS#QUALITY,positive,27,62,327:1,"It is, THE BOMB.",,DRINKS#QUALITY,positive,0,0,327:2,,,,,,,,java chips,FOOD#QUALITY,positive,71,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent place to be with friends ... free karaoke guys... and great food ... unique design as jungle look a like ... two thumbs up ...!,place,RESTAURANT#GENERAL,positive,10,15,328:0,328,food,FOOD#QUALITY,positive,70,74,,,,,,,,,,,,,,,,,,,,,,,,,,,karaoke,AMBIENCE#GENERAL,positive,44,51,design,AMBIENCE#GENERAL,positive,86,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask for Krystal.,Krystal,SERVICE#GENERAL,positive,8,15,329:0,329,,,,,,She is the bomb dot com.,,SERVICE#GENERAL,positive,0,0,329:1,"Tell her ""hi"" from the Alabama crew!",,,,,,329:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book with RoundMenu and get 35% off total bill on weekdays..,,,,,,330:0,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come after 3 p.m for the delicious warm scones!,warm scones,FOOD#QUALITY,positive,35,46,331:0,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probably the best Veg restaurant on sinhagad road.,restaurant,RESTAURANT#GENERAL,positive,22,32,332:0,332,,,,,,Try paneer tikka,paneer tikka,FOOD#STYLE_OPTIONS,positive,4,16,332:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"They do have a firm $5 minimum for a credit card charge, that's my only complaint.",,RESTAURANT#MISCELLANEOUS,negative,0,0,333:0,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Very good friendly service, and they promptly bring refills",service,SERVICE#GENERAL,positive,19,26,334:0,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEACHY PERFECTION!!!,,RESTAURANT#GENERAL,positive,0,0,335:0,335,,,,,,I wrote it all in caps!,,,,,,335:1,That's how you know how good it is!,,FOOD#QUALITY,positive,0,0,335:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Never had a good espresso here--only amazing espresso!,espresso,FOOD#QUALITY,positive,17,25,336:0,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very bad service!,service,SERVICE#GENERAL,positive,9,16,337:0,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love the free chips n salsa with every check in!,chips n salsa,FOOD#QUALITY,positive,14,27,338:0,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Bloody Mary's in downtown Hendersonvile....,Bloody Mary,DRINKS#QUALITY,positive,5,16,339:0,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parking is a nightmare,,RESTAURANT#MISCELLANEOUS,negative,0,0,340:0,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best pizza you will ever have!,pizza,FOOD#QUALITY,positive,5,10,341:0,341,,,,,,"The Meat King is a must and is also the one featured on the show, ""You Gotta Eat Here.""",Meat King,FOOD#QUALITY,positive,4,13,341:1,Call and order beforehand since they run out fast!,,,,,,341:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take the coconut ice cream – it's incredible!,coconut ice cream,FOOD#QUALITY,positive,9,26,342:0,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The best West Indian Fried Rice.,West Indian Fried Rice,FOOD#QUALITY,positive,9,31,343:0,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pamela was a GREAT server :),Pamela,SERVICE#GENERAL,positive,0,6,344:0,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
